goal_type,target_fat_mass_lbs,target_ffm_lbs,target_body_fat,target_fmi,target_ffmi,weekly_weight_pct,weekly_fat_pct,target_weight_lbs,timeline_weeks,start_date,target_energy
Lose fat,21.0,159.0,11.666666666666666,3.1011297481805364,23.47998237908121,-0.0075,0.85,180.0,14,2025-08-25,1749
